ID,Source,RecordID,TSN,S_Rank_Assigned_2014,Phylo_Code,Common_Name,Family,Genus,Species,HU_12_NAME,County,Basin,N_Detected,N_vouchered,N_released,CoarseAbundance,Date,Lat,Long,Locality,DB_Record_ID,Review_Status,Review_Comments,Collector,ID_by,Field_Collection_Number,Museum_Number,Gear,Survey_Comments,TSN_1,ER_Status,SCP_UserProjectID,SCP_PermitNumber,HUC_8,SCP_PermitType,SCP_siteID,HUC_12,Date_Range_Category
221259,PFBC_ARDB,221259,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Brush Creek,,Potomac,,,,,6/9/1981,39.851111,-78.812778,Potomac Drainage: Brush Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2398,,Electrobackpack,PFBC_Water_395034784834,168394,,,,2070002,,,20700020502,2
221279,PFBC_ARDB,221279,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Brush Creek,,Potomac,,,,,6/9/1981,39.881667,-78.8475,Potomac Drainage: Brush Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2400,,Electrobackpack,PFBC_Water_395034784834,168394,,,,2070002,,,20700020502,2
221247,PFBC_ARDB,221247,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Little Tonoloway Creek,,Potomac,,,,,6/10/1981,39.832778,-78.244722,Potomac Drainage: Little Tonoloway Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2360,,Electrobackpack,PFBC_Water_394459780849,168394,,,,2070004,,,20700040101,2
221622,PFBC_ARDB,221622,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Sherman Creek-Pisgah Run,,Susquehanna,,,,,6/11/1981,40.321667,-77.2975,Susquehanna Drainage: McCabe Run,,,,PFBC,PFBC_Collector_7,PFBC_Site_2668,,Electrobackpack,PFBC_Water_401931771647,168394,,,,2050305,,,20503050106,2
221165,PFBC_ARDB,221165,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Flintstone Creek,,Potomac,,,,,6/16/1981,39.753056,-78.511667,Potomac Drainage: Town Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2321,,Electrobackpack,PFBC_Water_394321783129,168394,,,,2070003,,,20700030103,2
221223,PFBC_ARDB,221223,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Flintstone Creek,,Potomac,,,,,6/16/1981,39.813611,-78.492778,Potomac Drainage: Town Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2323,,Electrobackpack,PFBC_Water_394321783129,168394,,,,2070003,,,20700030103,2
221157,PFBC_ARDB,221157,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Town Creek-Murley Branch,,Potomac,,,,,6/16/1981,39.736667,-78.594167,Potomac Drainage: Flintstone Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2324,,Electrobackpack,PFBC_Water_394322783528,168394,,,,2070003,,,20700030102,2
221172,PFBC_ARDB,221172,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Town Creek-Murley Branch,,Potomac,,,,,6/17/1981,39.758056,-78.584167,Potomac Drainage: Flintstone Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2325,,Electrobackpack,PFBC_Water_394322783528,168394,,,,2070003,,,20700030102,2
221301,PFBC_ARDB,221301,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Conococheague Creek-Falling Spring Branch,,Potomac,,,,,6/23/1981,39.907222,-77.490833,Potomac Drainage: Conococheague Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2315,,Electrobackpack,PFBC_Water_394317774725,168394,,,,2070004,,,20700040703,2
221307,PFBC_ARDB,221307,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Conococheague Creek-Rocky Mountain Creek,,Potomac,,,,,6/23/1981,39.916667,-77.465556,Potomac Drainage: Conococheague Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2316,,Electrobackpack,PFBC_Water_394317774725,168394,,,,2070004,,,20700040701,2
221323,PFBC_ARDB,221323,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Conococheague Creek-Muddy Run,,Potomac,,,,,6/25/1981,39.927778,-77.670833,Potomac Drainage: Conococheague Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2306,,Electrotowboat,PFBC_Water_394317774725,168394,,,,2070004,,,20700040704,2
221332,PFBC_ARDB,221332,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Conococheague Creek-Falling Spring Branch,,Potomac,,,,,6/25/1981,39.949167,-77.588889,Potomac Drainage: Conococheague Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2311,,Electrobackpack,PFBC_Water_394317774725,168394,,,,2070004,,,20700040703,2
221352,PFBC_ARDB,221352,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Conococheague Creek-Falling Spring Branch,,Potomac,,,,,6/26/1981,39.974444,-77.591111,Potomac Drainage: Conococheague Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2310,,Electrotowboat,PFBC_Water_394317774725,168394,,,,2070004,,,20700040703,2
221353,PFBC_ARDB,221353,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Conococheague Creek-Falling Spring Branch,,Potomac,,,,,6/26/1981,39.976389,-77.617778,Potomac Drainage: Conococheague Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2309,,Electrotowboat,PFBC_Water_394317774725,168394,,,,2070004,,,20700040703,2
221308,PFBC_ARDB,221308,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Conococheague Creek-Falling Spring Branch,,Potomac,,,,,6/29/1981,39.919167,-77.561111,Potomac Drainage: Conococheague Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2313,,Electrobackpack,PFBC_Water_394317774725,168394,,,,2070004,,,20700040703,2
221325,PFBC_ARDB,221325,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Conococheague Creek-Falling Spring Branch,,Potomac,,,,,6/29/1981,39.928889,-77.579444,Potomac Drainage: Conococheague Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2312,,Electrobackpack,PFBC_Water_394317774725,168394,,,,2070004,,,20700040703,2
221304,PFBC_ARDB,221304,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Conococheague Creek-Falling Spring Branch,,Potomac,,,,,6/30/1981,39.909167,-77.522222,Potomac Drainage: Conococheague Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2314,,Electrobackpack,PFBC_Water_394317774725,168394,,,,2070004,,,20700040703,2
221264,PFBC_ARDB,221264,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Evitts Creek-Lake Gordon Outlet,,Potomac,,,,,6/30/1981,39.858889,-78.6175,Potomac Drainage: Evitts Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2330,,Electrobackpack,PFBC_Water_394322784119,168394,,,,2070002,,,20700020601,2
223071,PFBC_ARDB,223071,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Elk Creek-Little Elk Creek,,Lake Erie,,,,,6/30/1981,42.003333,-80.175833,Lake Erie Drainage: Elk Creek,,,,PFBC,PFBC_Collector_1,PFBC_Site_2528,,Electrobackpack,PFBC_Water_420127802221,168394,,,,4120101,,,41201010201,2
223089,PFBC_ARDB,223089,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Twentymile Creek,,Lake Erie,,,,,7/8/1981,42.238889,-79.773889,Lake Erie Drainage: Twentymile Creek,,,,PFBC,PFBC_Collector_1,PFBC_Site_2530,,Electrobackpack,PFBC_Water_421546794705,168394,,,,4120101,,,41201010310,2
223092,PFBC_ARDB,223092,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Twentymile Creek,,Lake Erie,,,,,7/8/1981,42.260556,-79.781111,Lake Erie Drainage: Twentymile Creek,,,,PFBC,PFBC_Collector_1,PFBC_Site_2529,,Electrobackpack,PFBC_Water_421546794705,168394,,,,4120101,,,41201010310,2
221192,PFBC_ARDB,221192,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Evitts Creek-Lake Gordon Outlet,,Potomac,,,,,7/9/1981,39.788611,-78.647778,Potomac Drainage: Evitts Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2327,,Electrobackpack,PFBC_Water_394322784119,168394,,,,2070002,,,20700020601,2
221221,PFBC_ARDB,221221,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Evitts Creek-Lake Gordon Outlet,,Potomac,,,,,7/9/1981,39.811111,-78.630556,Potomac Drainage: Evitts Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2328,,Electrobackpack,PFBC_Water_394322784119,168394,,,,2070002,,,20700020601,2
221236,PFBC_ARDB,221236,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Evitts Creek-Lake Gordon Outlet,,Potomac,,,,,7/9/1981,39.826667,-78.630833,Potomac Drainage: Evitts Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2329,,Electrobackpack,PFBC_Water_394322784119,168394,,,,2070002,,,20700020601,2
221164,PFBC_ARDB,221164,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Gladdens Run,,Potomac,,,,,7/10/1981,39.748056,-78.751944,Potomac Drainage: Gladdens Run,,,,PFBC,PFBC_Collector_7,PFBC_Site_2354,,Electrobackpack,PFBC_Water_394415784514,168394,,,,2070002,,,20700020504,2
221176,PFBC_ARDB,221176,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Gladdens Run,,Potomac,,,,,7/10/1981,39.766944,-78.761389,Potomac Drainage: Gladdens Run,,,,PFBC,PFBC_Collector_7,PFBC_Site_2355,,Electrobackpack,PFBC_Water_394415784514,168394,,,,2070002,,,20700020504,2
221181,PFBC_ARDB,221181,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Gladdens Run,,Potomac,,,,,7/10/1981,39.771667,-78.796944,Potomac Drainage: Gladdens Run,,,,PFBC,PFBC_Collector_7,PFBC_Site_2356,,Electrobackpack,PFBC_Water_394415784514,168394,,,,2070002,,,20700020504,2
222725,PFBC_ARDB,222725,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,West Branch Tionest Creek,,Ohio,,,,,7/13/1981,41.756667,-79.055,Ohio Drainage: Sixmile Run,,,,PFBC,PFBC_Collector_2,PFBC_Site_5704,,Electrobackpack,PFBC_Water_414449790416,168394,,,,5010003,,,50100030305,2
222009,PFBC_ARDB,222009,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Laborde Branch,,Ohio,,,,,7/14/1981,41.100833,-78.676111,Ohio Drainage: Laborde Branch,,,,PFBC,PFBC_Collector_2,PFBC_Site_5319,,Electrobackpack,PFBC_Water_410706784343,168394,,,,5010006,,,50100060301,2
221357,PFBC_ARDB,221357,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Cove Creek,,Susquehanna,,,,,7/15/1981,39.978611,-78.441944,Susquehanna Drainage: Ott Town Run,,,,PFBC,PFBC_Collector_7,PFBC_Site_2447,,Electrobackpack,PFBC_Water_395843782627,168394,,,,2050303,,,20503030501,2
221305,PFBC_ARDB,221305,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,W. Branch Conococheague Creek-Buck Run,,Potomac,,,,,7/20/1981,39.912778,-77.902222,Potomac Drainage: West Branch Conococheague Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2361,,Electrotowboat,PFBC_Water_394528774758,168394,,,,2070004,,,20700040804,2
221331,PFBC_ARDB,221331,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,W. Branch Conococheague Creek-Buck Run,,Potomac,,,,,7/20/1981,39.940833,-77.905556,Potomac Drainage: West Branch Conococheague Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2362,,Electrobackpack,PFBC_Water_394528774758,168394,,,,2070004,,,20700040804,2
221381,PFBC_ARDB,221381,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,W. Branch Conococheague Creek-Buck Run,,Potomac,,,,,7/21/1981,40.011111,-77.8775,Potomac Drainage: West Branch Conococheague Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2364,,Electrobackpack,PFBC_Water_394528774758,168394,,,,2070004,,,20700040804,2
221416,PFBC_ARDB,221416,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,W. Branch Conococheague Creek-Buck Run,,Potomac,,,,,7/21/1981,40.0475,-77.845833,Potomac Drainage: West Branch Conococheague Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2366,,Electrotowboat,PFBC_Water_394528774758,168394,,,,2070004,,,20700040804,2
221417,PFBC_ARDB,221417,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,W. Branch Conococheague Creek-Buck Run,,Potomac,,,,,7/21/1981,40.053056,-77.8275,Potomac Drainage: West Branch Conococheague Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2367,,Electrobackpack,PFBC_Water_394528774758,168394,,,,2070004,,,20700040804,2
221370,PFBC_ARDB,221370,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,W. Branch Conococheague Creek-Buck Run,,Potomac,,,,,7/22/1981,39.992778,-77.895,Potomac Drainage: West Branch Conococheague Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2363,,Electrotowboat,PFBC_Water_394528774758,168394,,,,2070004,,,20700040804,2
221389,PFBC_ARDB,221389,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,W. Branch Conococheague Creek-Buck Run,,Potomac,,,,,7/22/1981,40.024167,-77.868056,Potomac Drainage: West Branch Conococheague Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2365,,Electrotowboat,PFBC_Water_394528774758,168394,,,,2070004,,,20700040804,2
222517,PFBC_ARDB,222517,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Pine Creek,,Ohio,,,,,7/22/1981,41.634444,-79.581111,Ohio Drainage: Dunham Run,,,,PFBC,PFBC_Collector_2,PFBC_Site_5628,,Electrobackpack,PFBC_Water_413743793510,168394,,,,5010003,,,50100030503,2
222664,PFBC_ARDB,222664,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Conneaut Creek,,Lake Erie,,,,,7/22/1981,41.728889,-80.356389,Lake Erie Drainage: Conneaut Creek,,,,PFBC,PFBC_Collector_1,PFBC_Site_2520,,Electrobackpack,PFBC_Water_415425803110,168394,,,,4120101,,,41201010102,2
221472,PFBC_ARDB,221472,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,W. Branch Conococheague Creek- Mountain Lake,,Potomac,,,,,7/23/1981,40.121111,-77.777778,Potomac Drainage: West Branch Conococheague Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2370,,Electrotowboat,PFBC_Water_394528774758,168394,,,,2070004,,,20700040803,2
221482,PFBC_ARDB,221482,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,W. Branch Conococheague Creek,,Potomac,,,,,7/23/1981,40.145833,-77.726111,Potomac Drainage: West Branch Conococheague Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2372,,Electrobackpack,PFBC_Water_394528774758,168394,,,,2070004,,,20700040801,2
221502,PFBC_ARDB,221502,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,W. Branch Conococheague Creek,,Potomac,,,,,7/24/1981,40.1675,-77.684722,Potomac Drainage: West Branch Conococheague Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2373,,Electrobackpack,PFBC_Water_394528774758,168394,,,,2070004,,,20700040801,2
221234,PFBC_ARDB,221234,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Shaffers Run-Wills Creek,,Potomac,,,,,7/27/1981,39.823056,-78.760278,Potomac Drainage: Wills Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2333,,Electrobackpack,PFBC_Water_394322784611,168394,,,,2070002,,,20700020505,2
221253,PFBC_ARDB,221253,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Shaffers Run-Wills Creek,,Potomac,,,,,7/27/1981,39.841111,-78.793056,Potomac Drainage: Wills Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2334,,Electrobackpack,PFBC_Water_394322784611,168394,,,,2070002,,,20700020505,2
221433,PFBC_ARDB,221433,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,W. Branch Conococheague Creek- Mountain Lake,,Potomac,,,,,7/27/1981,40.070833,-77.8125,Potomac Drainage: West Branch Conococheague Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2368,,Electrobackpack,PFBC_Water_394528774758,168394,,,,2070004,,,20700040803,2
221455,PFBC_ARDB,221455,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,W. Branch Conococheague Creek- Mountain Lake,,Potomac,,,,,7/27/1981,40.095833,-77.788056,Potomac Drainage: West Branch Conococheague Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2369,,Electrobackpack,PFBC_Water_394528774758,168394,,,,2070004,,,20700040803,2
221473,PFBC_ARDB,221473,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,W. Branch Conococheague Creek,,Potomac,,,,,7/27/1981,40.126389,-77.765833,Potomac Drainage: West Branch Conococheague Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2371,,Electrotowboat,PFBC_Water_394528774758,168394,,,,2070004,,,20700040801,2
221246,PFBC_ARDB,221246,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Little Wills Creek,,Potomac,,,,,7/30/1981,39.8325,-78.713889,Potomac Drainage: Little Wills Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2387,,Electrobackpack,PFBC_Water_394906784250,168394,,,,2070002,,,20700020503,2
221271,PFBC_ARDB,221271,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Little Wills Creek,,Potomac,,,,,7/30/1981,39.864444,-78.696389,Potomac Drainage: Little Wills Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2388,,Electrobackpack,PFBC_Water_394906784250,168394,,,,2070002,,,20700020503,2
221289,PFBC_ARDB,221289,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Little Wills Creek,,Potomac,,,,,7/30/1981,39.892222,-78.674444,Potomac Drainage: Little Wills Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2389,,Electrobackpack,PFBC_Water_394906784250,168394,,,,2070002,,,20700020503,2
222418,PFBC_ARDB,222418,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Tionesta Creek-Salmon Creek,,Ohio,,,,,7/31/1981,41.593056,-79.200556,Ohio Drainage: Tionesta Creek,,,,PFBC,PFBC_Collector_2,PFBC_Site_5514,,Electrobackpack,PFBC_Water_412917792721,168394,,,,5010003,,,50100030403,2
222433,PFBC_ARDB,222433,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Tionesta Creek-Minister Creek,,Ohio,,,,,7/31/1981,41.601667,-79.081667,Ohio Drainage: Tionesta Creek,,,,PFBC,PFBC_Collector_2,PFBC_Site_5516,,Electrobackpack,PFBC_Water_412917792721,168394,,,,5010003,,,50100030402,2
222470,PFBC_ARDB,222470,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Tionesta Creek-Minister Creek,,Ohio,,,,,7/31/1981,41.617222,-79.123333,Ohio Drainage: Tionesta Creek,,,,PFBC,PFBC_Collector_2,PFBC_Site_5515,,Electrobackpack,PFBC_Water_412917792721,168394,,,,5010003,,,50100030402,2
73363,SCP,73363,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Bull Creek,,Allegheny,2,,,,7/31/1981,40.60271,-79.76044,,,,,Cooper Survey Database,,,,fish-34,WPC-PAD-ID#: Cooper233,168394,,,0,5010009,0,0,50100090301,2
222378,PFBC_ARDB,222378,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Tionesta Creek-Salmon Creek,,Ohio,,,,,8/3/1981,41.56,-79.243611,Ohio Drainage: Tionesta Creek,,,,PFBC,PFBC_Collector_2,PFBC_Site_5512,,Electrobackpack,PFBC_Water_412917792721,168394,,,,5010003,,,50100030403,2
222397,PFBC_ARDB,222397,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Tionesta Creek-Salmon Creek,,Ohio,,,,,8/3/1981,41.574167,-79.228333,Ohio Drainage: Tionesta Creek,,,,PFBC,PFBC_Collector_2,PFBC_Site_5513,,Electrobackpack,PFBC_Water_412917792721,168394,,,,5010003,,,50100030403,2
221449,PFBC_ARDB,221449,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,North Branch Little Aughwick Creek,,Susquehanna,,,,,8/5/1981,40.091944,-77.909444,Susquehanna Drainage: North Branch Little Aughwick Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2481,,Electrobackpack,PFBC_Water_400506775527,168394,,,,2050304,,,20503040401,2
221454,PFBC_ARDB,221454,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,North Branch Little Aughwick Creek,,Susquehanna,,,,,8/5/1981,40.095278,-77.889167,Susquehanna Drainage: North Branch Little Aughwick Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2482,,Electrobackpack,PFBC_Water_400506775527,168394,,,,2050304,,,20503040401,2
221153,PFBC_ARDB,221153,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Little Cove Creek,,Potomac,,,,,8/11/1981,39.733889,-78.036111,Potomac Drainage: Little Cove Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2317,,Electrobackpack,PFBC_Water_394321780237,168394,,,,2070004,,,20700040304,2
221179,PFBC_ARDB,221179,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Little Cove Creek,,Potomac,,,,,8/11/1981,39.771389,-78.01,Potomac Drainage: Little Cove Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2318,,Electrobackpack,PFBC_Water_394321780237,168394,,,,2070004,,,20700040304,2
221211,PFBC_ARDB,221211,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Little Cove Creek,,Potomac,,,,,8/12/1981,39.804444,-77.990556,Potomac Drainage: Little Cove Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2319,,Electrobackpack,PFBC_Water_394321780237,168394,,,,2070004,,,20700040304,2
221245,PFBC_ARDB,221245,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Tonoloway Creek,,Potomac,,,,,8/12/1981,39.831111,-78.172778,Potomac Drainage: Barnetts Run,,,,PFBC,PFBC_Collector_7,PFBC_Site_2395,,Electrobackpack,PFBC_Water_395021780820,168394,,,,2070004,,,20700040102,2
221251,PFBC_ARDB,221251,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Tonoloway Creek,,Potomac,,,,,8/12/1981,39.838889,-78.140556,Potomac Drainage: Barnetts Run,,,,PFBC,PFBC_Collector_7,PFBC_Site_2394,,Electrobackpack,PFBC_Water_395021780820,168394,,,,2070004,,,20700040102,2
221345,PFBC_ARDB,221345,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Licking Creek-Owl Creek,,Potomac,,,,,8/13/1981,39.963889,-78.074444,Potomac Drainage: Licking Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2293,,Electrobackpack,PFBC_Water_393902780305,168394,,,,2070004,,,20700040301,2
221364,PFBC_ARDB,221364,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Licking Creek-Owl Creek,,Potomac,,,,,8/13/1981,39.988333,-78.059444,Potomac Drainage: Licking Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2294,,Electrobackpack,PFBC_Water_393902780305,168394,,,,2070004,,,20700040301,2
221383,PFBC_ARDB,221383,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Licking Creek-Owl Creek,,Potomac,,,,,8/13/1981,40.014444,-77.983889,Potomac Drainage: Licking Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2296,,Electrobackpack,PFBC_Water_393902780305,168394,,,,2070004,,,20700040301,2
221388,PFBC_ARDB,221388,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Licking Creek-Owl Creek,,Potomac,,,,,8/13/1981,40.022778,-78.0175,Potomac Drainage: Licking Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2295,,Electrobackpack,PFBC_Water_393902780305,168394,,,,2070004,,,20700040301,2
221229,PFBC_ARDB,221229,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Shaffers Run-Wills Creek,,Potomac,,,,,8/20/1981,39.814444,-78.715278,Potomac Drainage: Wills Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2331,,Electrobackpack,PFBC_Water_394322784611,168394,,,,2070002,,,20700020505,2
221241,PFBC_ARDB,221241,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Shaffers Run-Wills Creek,,Potomac,,,,,8/20/1981,39.829167,-78.730833,Potomac Drainage: Wills Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_2332,,Electrobackpack,PFBC_Water_394322784611,168394,,,,2070002,,,20700020505,2
73727,SCP,73727,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,First Fork Sinnemahoning Creek-Muley Run,,Susquehanna,12,,,,8/20/1981,41.56245,-78.0358,,,,,Cooper Survey Database,,,,fish-34,WPC-PAD-ID#: Cooper766,168394,,,0,2050202,0,0,20502020406,2
73706,SCP,73706,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,East Fork Sinnemahoning Creek,,Susquehanna,22,,,,8/20/1981,41.54278,-77.97679,,,,,Cooper Survey Database,,,,fish-34,WPC-PAD-ID#: Cooper782,168394,,,0,2050202,0,0,20502020405,2
221215,PFBC_ARDB,221215,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Whiteley Creek,,Ohio,,,,,8/26/1981,39.806111,-80.084444,Ohio Drainage: Whiteley Creek,,,,PFBC,PFBC_Collector_8,PFBC_Site_1269,,Electrobackpack,PFBC_Water_395028795616,168394,,,,5020005,,,50200050501,2
221216,PFBC_ARDB,221216,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Whiteley Creek,,Ohio,,,,,8/26/1981,39.806111,-80.051111,Ohio Drainage: Whiteley Creek,,,,PFBC,PFBC_Collector_8,PFBC_Site_1268,,Electrobackpack,PFBC_Water_395028795616,168394,,,,5020005,,,50200050501,2
221822,PFBC_ARDB,221822,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Brush Creek,,Ohio,,,,,8/27/1981,40.729444,-80.166111,Ohio Drainage: Brush Creek,,,,PFBC,PFBC_Collector_1,PFBC_Site_2461,,Electrobackpack,PFBC_Water_404909801450,168394,,,,5030105,,,50301050408,2
73583,SCP,73583,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Little Shenango River-Morrison Run,,Ohio,3,,,,10/20/1981,41.39288,-80.18148,,,,,Cooper Survey Database,,,,fish-34,WPC-PAD-ID#: Cooper108,168394,,,0,5030102,0,0,50301020201,2
