ID,Source,RecordID,TSN,S_Rank_Assigned_2014,Phylo_Code,Common_Name,Family,Genus,Species,HU_12_NAME,County,Basin,N_Detected,N_vouchered,N_released,CoarseAbundance,Date,Lat,Long,Locality,DB_Record_ID,Review_Status,Review_Comments,Collector,ID_by,Field_Collection_Number,Museum_Number,Gear,Survey_Comments,TSN_1,ER_Status,SCP_UserProjectID,SCP_PermitNumber,HUC_8,SCP_PermitType,SCP_siteID,HUC_12,Date_Range_Category
19107,ArgentHistoric_JEMReviewed,19107,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Shenango River-Lackawannock Creek,mercer,Ohio,4,,,,10/27/1933,41.29865664,-80.33017172,"New Castle, Big Run Cotton Farm",,,,EC Raney,,ECR 33-Cornell,,"""""",ArgentDB - 24084; Cornell - ECR 33,,,,,5030102,,,50301020403,1
19099,ArgentHistoric_JEMReviewed,19099,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Shenango River-Lackawannock Creek,mercer,Ohio,7,,,,4/28/1934,41.3162577,-80.35598917,Shenango R. near Delaware Grove,,,,EC Raney,,ECR 34APR28-Cornell,,"""""",ArgentDB - 24102; Cornell - ECR 34APR28,,,,,5030102,,,50301020403,1
19119,ArgentHistoric_JEMReviewed,19119,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Big Run,lawrence,Ohio,1,,,,5/5/1934,40.9890411,-80.26275735,"Big Run, Gibson Dale, Newcastle",,,,J Fleck & EC Raney,,JF 34MAY05-Cornell,,"""""",ArgentDB - 24822; Cornell - JF 34MAY05,,,,,5030102,,,50301020605,1
19134,ArgentHistoric_JEMReviewed,19134,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Big Sewickley Creek,beaver,Ohio,3,,,,6/16/1934,40.58096919,-80.2193622,Sewickley Cr. at Ambridge,,,,EC Raney & EA Lachner,,ECR 34JUN16-Cornell,,"""""",ArgentDB - 24137; Cornell - ECR 34JUN16,,,,,5030101,,,50301010308,1
19051,ArgentHistoric_JEMReviewed,19051,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Mill CreeK,beaver,Ohio,1,,,,6/18/1934,40.62601385,-80.51195323,"Georgetown, Mill Creek",,,,"EC Raney, EA Lachner",,ECR 34JUN18-Cornell,,"""""",ArgentDB - 24148; Cornell - ECR 34JUN18,,,,,5030101,,,50301011101,1
19113,ArgentHistoric_JEMReviewed,19113,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Racoon Creek,beaver,Ohio,3,,,,9/10/1934,40.60498022,-80.31200155,Service Cr. at Aliquippa,,,,DE Sollberger,,DES 34-Cornell,,"""""",ArgentDB - 23265; Cornell - DES 34,,,,,5030101,,,50301010207,1
19168,ArgentHistoric_JEMReviewed,19168,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Wolf Creek,butler,Ohio,1,,,,2/16/1935,41.07012777,-80.08835369,Wolf Cr. near Slippery Rock,,,,EC Raney,,ECR 35FEB16-Cornell,,"""""",ArgentDB - 24198; Cornell - ECR 35FEB16,,,,,5030105,,,50301050203,1
19126,ArgentHistoric_JEMReviewed,19126,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Neshannock Creek-Little Neshannock Creek,mercer,Ohio,2,,,,4/6/1935,41.20756289,-80.24018424,Shenango R. near Delaware Grove,,,,EA Lachner,,EAL 35-Cornell,,"""""",ArgentDB - 23413; Cornell - EAL 35,,,,,5030102,,,50301020504,1
19109,ArgentHistoric_JEMReviewed,19109,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Big Run,lawrence,Ohio,9,,,,4/11/1935,40.97233888,-80.32959261,"Big Run, below Cascade Park Lake at New Castle",,,,J Fleck,,JF 35APR11-Cornell,,"""""",ArgentDB - 24604; Cornell - JF 35APR11,,,,,5030102,,,50301020605,1
19103,ArgentHistoric_JEMReviewed,19103,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Big Run,lawrence,Ohio,4,,,,4/22/1935,40.9685995,-80.33591506,"Big Run, below Cascade Park Lake",,,,J Fleck,,JF 35APR22-Cornell,,"""""",ArgentDB - 24815; Cornell - JF 35APR22,,,,,5030102,,,50301020605,1
19440,ArgentHistoric_JEMReviewed,19440,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Marvin Creek,mckean,Allegheny,4,,,,6/8/1935,41.78408932,-78.51189468,"Marvin Cr., 3 mi. SE of Smethport, trib. of Potato Cr.",,,,EC Raney,,ECR 35JUN08-Cornell,,"""""",ArgentDB - 24216; Cornell - ECR 35JUN08,,,,,5010001,,,50100010103,1
19183,ArgentHistoric_JEMReviewed,19183,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,French Creek,crawford,Allegheny,2,,,,8/26/1935,41.50792884,-80.06345491,"French Cr. at Cochranton, riffle below bridge",,,,"EC Raney, EA Lachner, W Raney",,ECR 35G26-Cornell,,"""""",ArgentDB - 24194; Cornell - ECR 35G26,,,,,5010004,,,50100040906,1
19132,ArgentHistoric_JEMReviewed,19132,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Conneaut Outlet-Williams Run,crawford,Allegheny,3,,,,6/6/1938,41.58739901,-80.23176694,"Watson Run, trib. of Conneaut Lake Outlet, 5 mi. E of Conneaut",,,,"EC Raney, EA Lachner, K Shelar",,ECR 0393-Cornell,,10 ft seine,ArgentDB - 23487; Cornell - ECR 0393,,,,,5010004,,,50100040702,1
19102,ArgentHistoric_JEMReviewed,19102,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Crooked Creek,mercer,Ohio,1,,,,6/6/1938,41.45984236,-80.34627982,"Little Shenango Cr., 1 mi. S of Hadley",,,,"EC Raney, EA Lachner, K Shelar",,ECR 0396-Cornell,,10 ft seine,ArgentDB - 23496; Cornell - ECR 0396,,,,,5030102,,,50301020202,1
19091,ArgentHistoric_JEMReviewed,19091,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Pymatuning Reservoir drainage,crawford,Ohio,1,,,,6/7/1938,41.59829736,-80.40391641,"Inlet of Pymatuning, 2 mi. N of Hartstown",,,,"EC Raney, K Shelar, E Lachner",,ECR 0384-Cornell,,10 ft seine,ArgentDB - 21451; Cornell - ECR 0384,,,,,5030102,,,50301020102,1
19133,ArgentHistoric_JEMReviewed,19133,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Cussewago Creek,crawford,Allegheny,2,,,,6/7/1938,41.66758863,-80.22728702,"Cussewago Cr., 4 mi. NW of Meadville (tributary of French Creek)",,,,"EC Raney, K Shelar, E Lachner",,ECR 0397-Cornell,,10 ft seine,ArgentDB - 23516; Cornell - ECR 0397,,,,,5010004,,,50100040603,1
19158,ArgentHistoric_JEMReviewed,19158,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,French Creek-Woodcock Creek,erie,Allegheny,3,,,,6/7/1938,41.7676628,-80.12093781,"Cussewago Cr., 1 mi. S of Lavery",,,,"EC Raney, K Shelar, E Lachner",,ECR 0399-Cornell,,10 ft seine,ArgentDB - 23534; Cornell - ECR 0399,,,,,5010004,,,50100040904,1
19173,ArgentHistoric_JEMReviewed,19173,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Little Conneauttee Creek,erie,Allegheny,1,,,,6/7/1938,41.85905236,-80.07142863,"Conneauttee Cr., 5 mi. E of Edinboro",,,,"EC Raney, K Shelar, E Lachner",,ECR 0402-Cornell,,10 ft seine,ArgentDB - 23542; Cornell - ECR 0402,,,,,5010004,,,50100040902,1
19200,ArgentHistoric_JEMReviewed,19200,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,LeBoeuf Creek,erie,Allegheny,10,,,,6/7/1938,41.94395846,-79.98216332,"LeBoeuf Cr., 2 mi. E of Waterford",,,,"EC Raney, EA Lachner, K Shelar",,ECR 0403-Cornell,,10 ft seine,ArgentDB - 23551; Cornell - ECR 0403,,,,,5010004,,,50100040402,1
19167,ArgentHistoric_JEMReviewed,19167,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,South Sandy Creek,crawford,Allegheny,1,,,,6/7/1938,41.3442883,-80.09475861,French Cr. at Venango,,,,"EC Raney, E Lachner, K Shelar",,ECR 0406-Cornell,,10 ft seine,ArgentDB - 23583; Cornell - ECR 0406,,,,,5010003,,,50100030803,1
19101,ArgentHistoric_JEMReviewed,19101,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Shenango River-Lackawannock Creek,mercer,Ohio,3,,,,6/8/1938,41.31451583,-80.34964736,"Shenango R., 5 mi. S of Greenville",,,,"EC Raney, EA Lachner, G Hollebaugh,*",,ECR 0414-Cornell,,10 ft seine,ArgentDB - 23638; Cornell - ECR 0414,,,,,5030102,,,50301020403,1
19278,ArgentHistoric_JEMReviewed,19278,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Thompson Creek,crawford,Allegheny,5,,,,6/10/1938,41.66232872,-79.70162381,"Thompson Cr., trib. of Oil Cr., 2 mi. NE of Hydetown",,,,"EC Raney, EA Lachner, K Shelar",,ECR 0417-Cornell,,10 ft seine,ArgentDB - 23653; Cornell - ECR 0417,,,,,5010003,,,50100030603,1
19240,ArgentHistoric_JEMReviewed,19240,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Oil Creek-Pine Creek,crawford,Allegheny,3,,,,6/10/1938,41.73173175,-79.78140344,Oil Cr. at Centerville,,,,"EC Raney, EA Lachner, K Shelar",,ECR 0418-Cornell,,10 ft seine,ArgentDB - 23677; Cornell - ECR 0418,,,,,5010003,,,50100030604,1
19441,ArgentHistoric_JEMReviewed,19441,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Marvin Creek,mckean,Allegheny,12,,,,6/15/1938,41.79621606,-78.48032696,"Marvin Cr., 1 mi. SW of Smethport",,,,"EC Raney, K Shelar, E Lachner",,ECR 0424-Cornell,,10 ft seine,ArgentDB - 23731; Cornell - ECR 0424,,,,,5010001,,,50100010103,1
19446,ArgentHistoric_JEMReviewed,19446,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Potato Creek,mckean,Allegheny,2,,,,6/15/1938,41.7781107,-78.42894521,"Potato Cr., 2.5 mi. SSE of Smethport",,,,"EC Raney, K Shelar, E Lachner",,ECR 0425-Cornell,,10 ft seine,ArgentDB - 23762; Cornell - ECR 0425,,,,,5010001,,,50100010105,1
19443,ArgentHistoric_JEMReviewed,19443,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Cole Creek,mckean,Allegheny,5,,,,6/15/1938,41.8636083,-78.45164857,Potato Cr. 3 mi. N of Smethport,,,,"EC Raney, K Shelar, E Lachner",,ECR 0427-Cornell,,10 ft seine,ArgentDB - 23768; Cornell - ECR 0427,,,,,5010001,,,50100010104,1
19458,ArgentHistoric_JEMReviewed,19458,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Allegheny River-Annin Creek,mckean,Allegheny,4,,,,6/15/1938,41.80611895,-78.29768184,Allegheny R. at Port Allegheny,,,,"EC Raney, EA Lachner, K Shelar",,ECR 0430-Cornell,,6 ft. seine,ArgentDB - 23780; Cornell - ECR 0430,,,,,5010001,,,50100010208,1
19462,ArgentHistoric_JEMReviewed,19462,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Allegheny Portage Creek,mckean,Allegheny,7,,,,6/16/1938,41.73292379,-78.2548938,Portage Cr. 4 mi. SE of Port Allegany,,,,"EC Raney, K Shelar, E Lachner",,ECR 0431-Cornell,,6 ft seine,ArgentDB - 23793; Cornell - ECR 0431,,,,,5010001,,,50100010207,1
19463,ArgentHistoric_JEMReviewed,19463,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Allegheny River-Allegheny Portae Creek,mckean,Allegheny,8,,,,6/16/1938,41.78680411,-78.22316338,"4 mi. ESE of Port Allegany, Allegheny R.",,,,"EC Raney, K Shelar, E Lachner",,ECR 0432-Cornell,,6 ft seine,ArgentDB - 23818; Cornell - ECR 0432,,,,,5010001,,,50100010206,1
19185,ArgentHistoric_JEMReviewed,19185,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,French Creek,mercer,Allegheny,5,,,,6/17/1938,41.47114924,-80.03620549,French Cr. at Carlton,,,,EA Lachner,,EAL 001-Cornell,,"""""",ArgentDB - 23277; Cornell - EAL 001,,,,,5010004,,,50100040909,1
19155,ArgentHistoric_JEMReviewed,19155,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Tenmile Creek,washington,Monongahela,1,,,,7/3/1938,40.00822152,-80.12199515,3 mi. W of Claysville,,,,EC Raney,,ECR 38JUL03-Cornell,,"""""",ArgentDB - 24253; Cornell - ECR 38JUL03,,,,,5020005,,,50200050405,1
19156,ArgentHistoric_JEMReviewed,19156,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,French Creek-Woodcock Creek,crawford,Allegheny,1,,,,8/24/1938,41.77216306,-80.12171215,French Cr. at Venango,,,,AM & EA Lachner,,EAL 016-Cornell,,"""""",ArgentDB - 23318; Cornell - EAL 016,,,,,5010004,,,50100040904,1
73492,SCP,73492,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Neshannock Creek-Little Neshannock Creek,,Ohio,2,,,,9/1/1938,41.20253,-80.23307,,,,,Cooper Survey Database,,,,fish-34,WPC-PAD-ID#: Cooper95,168394,,,0,5030102,0,0,50301020504,1
19108,ArgentHistoric_JEMReviewed,19108,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Shenango River-Lackawannock Creek,mercer,Ohio,7,,,,4/1/1939,41.29860027,-80.33015591,Shenango R. at New Hamburg,,,,EA Lachner & EC Raney,,ECR 0508-Cornell,,"""""",ArgentDB - 23830; Cornell - ECR 0508,,,,,5030102,,,50301020403,1
19210,ArgentHistoric_JEMReviewed,19210,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Sugar Creek,venango,Allegheny,1,,,,9/6/1939,41.45669907,-79.90403125,"Mouth of Sugar Cr., 4 mi. NW of Franklin",,,,EC Raney & EA Lachner,,ECR 0608-Cornell,,"""""",ArgentDB - 23898; Cornell - ECR 0608,,,,,5010004,,,50100040807,1
19164,ArgentHistoric_JEMReviewed,19164,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Whiteley Creek,greene,Monongahela,1,,,,9/8/1939,39.81123382,-80.10850741,"Dyers Fork of Whitely Cr., 7 mi. SE of Waynesburg",,,,EC Raney,,ECR 0613-Cornell,,"""""",ArgentDB - 23949; Cornell - ECR 0613,,,,,5020005,,,50200050501,1
19130,ArgentHistoric_JEMReviewed,19130,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,S. Fork Tenmile Creek-Browns Creek,greene,Monongahela,2,,,,9/8/1939,39.87701111,-80.2348573,"3 mi W Waynesburg, South Fork",,,,EC Raney,,ECR 611-Cornell,,"""""",ArgentDB - 24844; Cornell - ECR 611,,,,,5020005,,,50200050303,1
19194,ArgentHistoric_JEMReviewed,19194,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,South Sandy Creek,venango,Allegheny,2,,,,10/29/1939,41.32752433,-80.00856788,S.W. OF POLK,,,,"LACHNER, E. A.",,114-Smithsonian,,,ArgentDB - 25136; Smithsonian - 114,,,,,5010003,,,50100030803,1
19460,ArgentHistoric_JEMReviewed,19460,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Allegheny River-Annin Creek,mckean,Allegheny,2,,,,8/29/1944,41.80238473,-78.28772169,Allegheny R. 1.5 mi. E of Port Allegheny,,,,HH Axtell,,HHA 44G29-Cornell,,"""""",ArgentDB - 24591; Cornell - HHA 44G29,,,,,5010001,,,50100010208,2
19191,ArgentHistoric_JEMReviewed,19191,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,North Deer Creek,mercer,Allegheny,12,,,,10/8/1947,41.46626116,-80.02925246,"ALLEGHENY R., AT CARLTON, JUST OFF ROUTE 322",,,,"LACHNER, E. A.",,164-Smithsonian,,,ArgentDB - 25216; Smithsonian - 164,,,,,5010004,,,50100040908,2
19106,ArgentHistoric_JEMReviewed,19106,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Brady Run,beaver,Ohio,1,,,,4/3/1948,40.7169111,-80.33252601,"Brush Creek, trib of Connoquessing, 2 mi upstream from Unionville, about 7 mi from Beaver R.",,,,CF Cole,,CFC 48-Cornell,,"""""",ArgentDB - 22962; Cornell - CFC 48,,,,,5030104,,,50301040102,2
19520,ArgentHistoric_JEMReviewed,19520,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Conococheague Creek-Rocky Mountain Creek,adams,Potomac,2,,,,8/20/1948,39.92036247,-77.46280685,Conococheague Cr. below dam of Chambersburg Water Supply,,,,CR Robins & AG Mehring,,CRR 0018-Cornell,,"""""",ArgentDB - 22983; Cornell - CRR 0018,,,,,2070004,,,20700040701,2
19518,ArgentHistoric_JEMReviewed,19518,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Conococheague Creek-Rocky Mountain Creek,franklin,Potomac,2,,,,9/2/1948,39.91063567,-77.47980144,Conococheague Cr. 0.3 mi. W of Adams Co. Line on Rt. 233,,,,CR Robins & AG Mehring,,CRR 0036-Cornell,,"""""",ArgentDB - 23148; Cornell - CRR 0036,,,,,2070004,,,20700040701,2
19517,ArgentHistoric_JEMReviewed,19517,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Conococheague Creek-Falling Spring Branch,franklin,Potomac,6,,,,9/2/1948,39.90961598,-77.48565695,"Conococheague Cr. in Caledonia Park, Michaux State Forest",,,,CR Robins & AG Mehring,,CRR 0037-Cornell,,"""""",ArgentDB - 23154; Cornell - CRR 0037,,,,,2070004,,,20700040703,2
19521,ArgentHistoric_JEMReviewed,19521,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Conococheague Creek-Rocky Mountain Creek,adams,Potomac,6,,,,9/2/1948,39.92036247,-77.46280685,"Conococheague Cr., below dam of Chambersburg Water Supply",,,,CR Robins & AG Mehring,,CRR 0038-Cornell,,"""""",ArgentDB - 23157; Cornell - CRR 0038,,,,,2070004,,,20700040701,2
19527,ArgentHistoric_JEMReviewed,19527,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Marsh Creek-Little Marsh Creek,adams,Potomac,7,,,,9/2/1948,39.86908021,-77.30454954,Marsh Cr. at US 30 crossing near town of Seven Stars,,,,CR Robins & AG Mehring,,CRR 0039-Cornell,,"""""",ArgentDB - 23160; Cornell - CRR 0039,,,,,2070009,,,20700090201,2
19100,ArgentHistoric_JEMReviewed,19100,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Brady Run,beaver,Ohio,1,,,,3/31/1949,40.72838134,-80.35491088,"Brady's Run, 3 mi. NW of Beaver, 0.5 mi. below dam in State Park",,,,CF Cole & CF Linn,,CFC 012-Cornell,,"""""",ArgentDB - 22877; Cornell - CFC 012,,,,,5030104,,,50301040102,2
19083,ArgentHistoric_JEMReviewed,19083,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Traverse Creek,beaver,Ohio,4,,,,4/2/1949,40.49488193,-80.42601215,"Traverse Cr., trib. of Racoon Cr., 0.5 mi. downstream from PA 18 at Raccoon State Park",,,,"CF Cole, W Charlesworth, M Hendrici",,CFC 013-Cornell,,"""""",ArgentDB - 22889; Cornell - CFC 013,,,,,5030101,,,50301010205,2
19080,ArgentHistoric_JEMReviewed,19080,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,N. Fork Little Beaver Creek,beaver,Ohio,6,,,,6/25/1949,40.80178924,-80.44329521,"N. Branch of Little Beaver Creek, 1.4 mi. from Darlington off PA. 168",,,,CF Cole & McLaughlin,,CFC 0123-Cornell,,"""""",ArgentDB - 24889; Cornell - CFC 0123,,,,,5030101,,,50301010605,2
19509,ArgentHistoric_JEMReviewed,19509,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Conococheague Creek-Falling Spring Branch,franklin,Potomac,2,,,,6/4/1951,39.96210101,-77.64827717,"Conococheague Cr., 0.6 mi. NE of Chambersburg on US 11",,,,EC Raney & CR Robins,,ECR 2005-Cornell,,10 ft seine,ArgentDB - 24036; Cornell - ECR 2005,,,,,2070004,,,20700040703,2
73709,SCP,73709,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,East Fork Sinnemahoning Creek,,Susquehanna,20,,,,5/28/1958,41.58569,-77.90348,,,,,Cooper Survey Database,,,,fish-34,WPC-PAD-ID#: Cooper801,168394,,,0,2050202,0,0,20502020405,2
73893,SCP,73893,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,East Branch Tionesta Creek,,Allegheny,1,,,,7/23/1958,41.66098,-78.89209,,,,,Cooper Survey Database,,,,fish-34,WPC-PAD-ID#: Cooper516,168394,,,0,5010003,0,0,50100030201,2
74178,SCP,74178,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Brokenstraw Creek,,Allegheny,9,,,,7/24/1958,41.8709,-79.27327,,,,,Cooper Survey Database,,,,fish-34,WPC-PAD-ID#: Cooper377,168394,,,0,5010001,0,0,50100011408,2
19147,ArgentHistoric_JEMReviewed,19147,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,French Creek,crawford,Allegheny,17,,,,6/12/1959,41.7018435,-80.15910845,French Cr. at Saegertown,,,,EC Raney & group at Pymatuning Lab,,ECR 3012-Cornell,,"""""",ArgentDB - 24056; Cornell - ECR 3012,,,,,5010004,,,50100040906,2
73726,SCP,73726,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,First Fork Sinnemahoning Creek-Muley Run,,Susquehanna,120,,,,8/24/1962,41.5242,-78.06734,,,,,Cooper Survey Database,,,,fish-34,WPC-PAD-ID#: Cooper753,168394,,,0,2050202,0,0,20502020406,2
73771,SCP,73771,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Spring Creek,,Allegheny,4,,,,5/25/1963,41.47542,-79.02181,,,,,Cooper Survey Database,,,,fish-34,WPC-PAD-ID#: Cooper468,168394,,,0,5010005,0,0,50100050502,2
73746,SCP,73746,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Bear Creek,,Allegheny,10,,,,6/19/1963,41.49016,-78.8616,,,,,Cooper Survey Database,,,,fish-34,WPC-PAD-ID#: Cooper521,168394,,,0,5010005,0,0,50100050603,2
73584,SCP,73584,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,East Branch MIllstone Creek,,Allegheny,25,,,,6/27/1963,41.3994,-79.08078,,,,,Cooper Survey Database,,,,fish-34,WPC-PAD-ID#: Cooper440,168394,,,0,5010005,0,0,50100050606,2
73730,SCP,73730,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Spring Creek-Wolf Run,,Allegheny,42,,,,6/27/1963,41.50374,-78.99959,,,,,Cooper Survey Database,,,,fish-34,WPC-PAD-ID#: Cooper484,168394,,,0,5010005,0,0,50100050501,2
73734,SCP,73734,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Salmon Creek,,Allegheny,14,,,,7/1/1963,41.49647,-79.20655,,,,,Cooper Survey Database,,,,fish-34,WPC-PAD-ID#: Cooper401,168394,,,0,5010003,0,0,50100030404,2
73877,SCP,73877,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,East Hickory Creek,,Allegheny,66,,,,7/2/1963,41.62496,-79.36361,,,,,Cooper Survey Database,,,,fish-34,WPC-PAD-ID#: Cooper358,168394,,,0,5010003,0,0,50100030104,2
73665,SCP,73665,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,East Hickory Creek,,Allegheny,4,,,,7/3/1963,41.58693,-79.33094,,,,,Cooper Survey Database,,,,fish-34,WPC-PAD-ID#: Cooper364,168394,,,0,5010003,0,0,50100030104,2
74344,SCP,74344,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Willow Creek,,Allegheny,53,,,,7/8/1963,41.96647,-78.85544,,,,,Cooper Survey Database,,,,fish-34,WPC-PAD-ID#: Cooper523,168394,,,0,5010001,0,0,50100011201,2
74232,SCP,74232,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Sugar Run,,Allegheny,18,,,,7/11/1963,41.87142,-78.77776,,,,,Cooper Survey Database,,,,fish-34,WPC-PAD-ID#: Cooper553,168394,,,0,5010001,0,0,50100011203,2
73859,SCP,73859,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Twomile Run,,Allegheny,7,,,,7/12/1963,41.73421,-78.95212,,,,,Cooper Survey Database,,,,fish-34,WPC-PAD-ID#: Cooper499,168394,,,0,5010003,0,0,50100030304,2
74049,SCP,74049,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Kinzua Creek-Pine Run,,Allegheny,6,,,,7/15/1963,41.74825,-78.61951,,,,,Cooper Survey Database,,,,fish-34,WPC-PAD-ID#: Cooper598,168394,,,0,5010001,0,0,50100011101,2
74166,SCP,74166,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,East Branch Tunungwant Creek,,Allegheny,3,,,,7/16/1963,41.84913,-78.68188,,,,,Cooper Survey Database,,,,fish-34,WPC-PAD-ID#: Cooper577,168394,,,0,5010001,0,0,50100010701,2
73892,SCP,73892,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,East Branch Tionesta Creek,,Allegheny,6,,,,7/17/1963,41.65702,-78.89008,,,,,Cooper Survey Database,,,,fish-34,WPC-PAD-ID#: Cooper517,168394,,,0,5010003,0,0,50100030201,2
73782,SCP,73782,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,East Branch Clarion River,,Allegheny,42,,,,7/18/1963,41.51823,-78.58119,,,,,Cooper Survey Database,,,,fish-34,WPC-PAD-ID#: Cooper607,168394,,,0,5010005,0,0,50100050102,2
73860,SCP,73860,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,South Branch Kinzua Creek,,Allegheny,12,,,,7/19/1963,41.70994,-78.80116,,,,,Cooper Survey Database,,,,fish-34,WPC-PAD-ID#: Cooper543,168394,,,0,5010001,0,0,50100011103,2
73869,SCP,73869,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Potato Creek-Walcott Brook,,Allegheny,5,,,,7/23/1963,41.70842,-78.39134,,,,,Cooper Survey Database,,,,fish-34,WPC-PAD-ID#: Cooper649,168394,,,0,5010001,0,0,50100010102,2
73927,SCP,73927,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Potato Creek-Sackett Hollow,,Allegheny,16,,,,7/23/1963,41.6324,-78.35825,,,,,Cooper Survey Database,,,,fish-34,WPC-PAD-ID#: Cooper659,168394,,,0,5010001,0,0,50100010101,2
73636,SCP,73636,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Clarion River-Millstone Creek,,Allegheny,8,,,,7/30/1963,41.34006,-78.90384,,,,,Cooper Survey Database,,,,fish-34,WPC-PAD-ID#: Cooper511,168394,,,0,5010005,0,0,50100050605,2
