WATERABB,WATER,YEAR,LENGTH,AGE,WATERMAIN
SANC,Pymatuning Sanctuary,2016,607,12,Pymatuning Reservoir
SANC,Pymatuning Sanctuary,2016,639,18,Pymatuning Reservoir
SANC,Pymatuning Sanctuary,2016,682,12,Pymatuning Reservoir
SANC,Pymatuning Sanctuary,2016,695,26,Pymatuning Reservoir
SANC,Pymatuning Sanctuary,2016,754,11,Pymatuning Reservoir
SANC,Pymatuning Sanctuary,2016,817,16,Pymatuning Reservoir
BLUE,Blue Marsh Lake,2021,400,5,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,701,15,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,726,11,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,667,10,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,576,10,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,483,8,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,710,11,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,354,7,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,325,5,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,375,7,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,322,5,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,350,5,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,384,6,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,458,9,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,385,7,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,378,5,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,526,6,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,458,7,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,359,5,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,435,6,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,386,6,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,715,13,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,710,10,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,377,7,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,608,10,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,640,10,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,695,16,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,424,6,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,358,5,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,457,9,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,369,5,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,586,9,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,455,6,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,696,11,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,395,6,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,394,6,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,547,8,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,442,7,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,554,11,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,344,5,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,440,9,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,503,7,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,602,9,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,590,9,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,595,7,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,640,10,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,480,9,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,437,6,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,558,9,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,396,5,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,521,8,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,562,10,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,540,9,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,526,7,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,438,6,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,549,8,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,567,10,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,360,5,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,374,8,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,361,5,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,545,8,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,531,7,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,399,5,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,426,7,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,431,8,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,565,15,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,495,8,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,395,5,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,628,9,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,561,9,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,544,11,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,506,10,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,570,10,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,465,9,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,402,5,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,666,11,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,478,7,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,525,10,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,495,9,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,449,6,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,506,7,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,629,9,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,485,9,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,540,9,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,430,7,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,561,8,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,378,9,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,487,10,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,525,8,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,430,6,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,486,9,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,485,9,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,595,9,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,517,11,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,432,8,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,539,6,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,604,12,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,522,9,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,571,9,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,660,10,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,434,5,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,405,6,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,513,7,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,504,9,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,518,9,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,457,9,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,616,11,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,613,9,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,550,11,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,544,11,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,559,11,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,589,16,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,421,9,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,592,14,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,363,6,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,514,9,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,583,8,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,585,8,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,559,10,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,416,10,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,605,16,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,576,10,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,515,7,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,595,9,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,462,7,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,481,9,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,532,9,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,445,9,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,272,3,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,284,3,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,259,3,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,301,5,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,316,4,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,327,4,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,339,5,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,375,5,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,396,6,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,662,11,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,718,9,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,651,16,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,611,11,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,660,13,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,631,9,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,634,11,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,305,5,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,214,2,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,286,3,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,285,3,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,275,3,Blue Marsh Lake
BLUE,Blue Marsh Lake,2021,268,3,Blue Marsh Lake
